maternal_health_delivery_services,facility_type_display,management,emergency_transport,skilled_birth_attendant,phcn_electricity,c_section_yn,child_health_measles_immun_calc,improved_water_supply,improved_sanitation,vaccines_fridge_freezer,antenatal_care_yn,family_planning_yn,malaria_treatment_artemisinin,num_chews_fulltime,num_nurses_fulltime,num_nursemidwives_fulltime,num_doctors_fulltime,latitude,longitude
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,0,0,0,10.05178213,12.01501966
TRUE,Primary Health Centre (PHC),public,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,1,1,0,5.733908946,7.205313251
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,0,0,0,10.05178213,12.01501966
TRUE,Basic Health Centre or Primary Health Clinic,public,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,2,0,0,6.109380126,4.783435464
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.977999926,12.07312167
TRUE,Clinic,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,FALSE,TRUE,4,0,0,0,10.04312932,12.05003321
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,10.11208355,12.10785627
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,12.12658322,7.9362545
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,12.02715046,7.94554413
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,0,0,0,8.71782965,9.51076821
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,11.97101595,7.90452456
TRUE,Primary Health Centre (PHC),public,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,7.49012143,4.20283055
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,12.158191,7.87238647
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,,0,,12.05201868,8.07575166
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,12.00253953,7.94381244
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,12.03342555,8.11391148
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,12.17051925,7.91710799
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,12.09461584,7.87989258
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,12.18334527,7.93769296
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,5.9021588,8.89439542
FALSE,Health Post,public,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,10.30375957,11.89074755
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,0,0,10.13236642,12.06307948
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,10.21567583,12.10977137
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,10.13876617,12.03616083
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,10.03198206,11.88748062
TRUE,Primary Health Centre (PHC),public,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,1,6.50954985,3.77502953
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,10.06365895,11.8317765
FALSE,Health Post,private,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,0,0,0,10.04634798,11.91265583
FALSE,Dispensary,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,12.58202737,5.94715008
TRUE,Primary Health Centre (PHC),private,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,5,0,0,0,9.94117876,9.34620293
TRUE,General Hospital,public,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,8,6,1,4.722928668,7.207402329
FALSE,Primary Health Center,public,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,10,0,1,0,10.10781348,12.03061938
TRUE,Clinic,public,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,0,5,0,10.2179718,12.06471026
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,10.17463803,11.80841446
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,0,4,0,10.08759499,11.96253419
TRUE,Specialist Hospital,private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,7,14,8,5.5445,5.7745
TRUE,District Hospital or Comprehensive Health Centre,private,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,,,,6.69590525,3.29638547
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,10.07655501,12.05318213
TRUE,Primary Health Center,public,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,10.72690487,7.930793166
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,10.32894015,12.17828035
TRUE,District Hospital or Comprehensive Health Centre,private,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,,,,5.08115336,6.65098427
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,11.33123681,4.52334686
TRUE,Basic Health Centre or Primary Health Clinic,faith_based,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5,2,0,0,7.854425311,10.96617937
TRUE,Primary Health Centre (PHC),faith_based,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,2,0,1,7.45757506,7.91852529
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,5,0,11.01828017,4.60358009
FALSE,Health Post,public,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,10.96569363,4.63175886
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,11.14446665,4.48301732
TRUE,Basic Health Centre or Primary Health Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,0,0,0,10.36689,8.563973333
FALSE,Primary Health Center,public,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,10.98062104,4.61752096
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,11.19653272,4.72029763
TRUE,Primary Health Centre (PHC),public,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,1,5,0,5.116533637,7.313053608
FALSE,Health Post,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,12.62800647,4.93554126
TRUE,Health Post,public,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,1,12.47776402,4.9014493
FALSE,Health Post,,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,TRUE,FALSE,2,0,0,0,12.6142627,5.223076344
FALSE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2,0,0,0,12.71718679,5.1571288
FALSE,Health Post,public,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,12.63481977,5.07061355
TRUE,General Hospital,faith_based,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,10,4,6,6.03468667,6.96573525
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,10.05794585,12.09907472
FALSE,Health Post,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,12.74181005,5.15882335
FALSE,Health Post,public,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,12.57530049,4.93702939
FALSE,Health Post,private,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,12.5985235,4.998280406
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,,0,,12.51098839,5.06876776
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,12.55498671,4.96025596
FALSE,Health Post,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,12.62800647,4.93554126
TRUE,District / General Hospital,,TRUE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,0,6,1,1,6.70995662,3.50659071
TRUE,Primary Health Center,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,FALSE,FALSE,0,0,2,0,6.84819441,3.64720398
TRUE,Dispensary,public,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,11.42483256,10.18744261
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,1,0,6.69671763,3.61739118
TRUE,Clinic,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,0,16,0,1,6.69852744,3.51382466
TRUE,Primary Health Center,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,FALSE,TRUE,6,15,1,6,6.8588882,3.63609075
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,6,2,4,6.84284529,3.63972246
TRUE,Primary Health Center,,TRUE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,0,0,1,0,6.8532624,3.64361072
TRUE,Clinic,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,0,3,3,1,6.85280056,3.64728015
FALSE,Specialist Hospital,private,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,2,1,1,5.488327644,7.039479312
FALSE,Health Post,public,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,7.12817638,3.328817
TRUE,Primary Health Center,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,0,5,1,1,6.85314902,3.65108681
TRUE,District / General Hospital,public,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,8,12,1,6.74040706,3.66748853
FALSE,Clinic,,TRUE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,0,0,0,0,6.84563545,3.64521984
TRUE,Primary Health Center,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,7,1,2,6.84545913,3.63044856
FALSE,Health Post,public,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,,0,,6.85203437,3.64697774
TRUE,Dispensary,public,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,13.56090068,5.46029451
TRUE,Clinic,public,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,3,12,6.85772823,3.63615579
FALSE,Health Post,,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,TRUE,1,0,0,0,7.96508218,5.72190831
TRUE,Teaching / Specialist Hospital,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,12,8,5,6.8604456,3.65337916
TRUE,Primary Health Center,public,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,0,3,0,6.70386526,3.51106633
TRUE,Clinic,public,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,1,1,6.86257414,3.6322548
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,6.76215477,11.18125338
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,6.85660026,11.34920603
TRUE,Primary Health Centre (PHC),public,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,0,2,0,10.80167213,8.15629581
FALSE,Specialist Hospital,private,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,11,0,3,10.29698549,11.15413711
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,6.93588434,11.41424765
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,8.99439984,11.68611314
TRUE,District / General Hospital,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,6.83069606,11.21099165
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,6,0,0,0,6.75873423,11.32971142
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,6.85594278,11.54816974
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,6.92245596,11.57582216
TRUE,Clinic,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,2,0,0,0,6.91072082,11.38975233
TRUE,Primary Health Centre (PHC),private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,3,5,3,6.05117993,8.68796753
TRUE,Primary Health Center,public,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,1,0,0,6.6240625,11.21163098
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,0,0,6.73067805,11.36940511
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,0,0,0,6.69164646,11.42671129
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,6.7038681,11.35423438
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,13.31317441,4.95083412
TRUE,Clinic,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,0,2,0,6.9149595,11.44169014
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,6.56481834,11.10111414
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,6.85770994,11.38753798
TRUE,Primary Health Center,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,4,0,0,0,6.61897909,11.19979971
TRUE,Primary Health Centre (PHC),public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,0,0,0,9.576546552,11.73549226
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,6.58770324,11.20063058
FALSE,Dispensary,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,12.10325897,5.352171063
TRUE,Health Post,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,0,0,0,6.79565722,11.05425791
TRUE,Primary Health Centre (PHC),private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,1,0,2,6.22277591,7.07013504
TRUE,Health Post,,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,1,0,0,0,6.92932148,11.31690421
TRUE,District / General Hospital,public,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,8,5,1,6.71508785,11.24865507
FALSE,Specialist Hospital,private,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,23,0,0,2,6.9352558,3.90459404
TRUE,Specialist Hospital,faith_based,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,,,12,6.849174861,7.395002604
TRUE,Primary Health Center,public,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,1,1,5.95226506,7.37458806
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,6.70388091,11.49124484
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,6.7798398,11.28907897
TRUE,Clinic,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,0,0,0,6.78918856,11.41263094
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,6.73863355,11.45188589
FALSE,Dispensary,public,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,0,0,0,11.76400011,9.33914408
TRUE,Clinic,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,1,0,1,6.62012444,11.20740199
TRUE,Specialist Hospital,private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,2,3,4.43916294,7.16539751
TRUE,Health Post,private,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,6,0,1,9.105903595,7.212889949
TRUE,Primary Health Center,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,6.52134952,11.30626467
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,6.82451625,11.45401996
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,0,0,6.84776257,11.12132319
FALSE,Clinic,public,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,TRUE,1,,0,0,9.66552794,12.50187814
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,6.87862419,11.44457678
TRUE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,6.84235453,11.47162916
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,6.61642923,11.43669167
TRUE,Primary Health Center,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,FALSE,1,0,0,0,6.90141552,11.06897513
TRUE,Primary Health Center,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,0,0,0,6.66860155,11.41114325
FALSE,Health Post,public,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,6.71094804,11.25002179
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,6.79786962,11.40960708
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,2,6,4,2,5.89603669,5.68222156
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,,6,4,5.88592807,5.67553316
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,3,10,2,2,5.89709366,5.67765452
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,8.29150871,5.45200445
TRUE,Primary Health Center,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,2,4,0,5.88946367,5.68233233
TRUE,Primary Health Centre (PHC),public,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,4,0,1,7.39231963,3.88920433
TRUE,Primary Health Center,public,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,7,0,4,1,5.89634763,5.68316316
FALSE,Health Post,,TRUE,TRUE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,0,2,3,1,5.88860457,5.66857798
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,12.93060404,4.81220865
FALSE,Teaching / Specialist Hospital,public,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,5.84083359,5.74486259
TRUE,Specialist Hospital,private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,4,4,7.36469329,3.83459187
TRUE,Primary Health Centre (PHC),public,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,6.61267072,3.50235875
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,13,0,4,5.89030838,5.6781219
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,8,16,3,5.87495841,5.7019111
TRUE,Teaching / Specialist Hospital,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,3,3,5,2,5.87262388,5.70471454
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,4,6,2,5.8776676,5.69827083
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,12.58430779,9.306793213
FALSE,Health Post,public,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,1,0,8.85431413,5.42287077
TRUE,Primary Health Center,public,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,5.7710341,5.73990583
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,1,2,2,5.88599271,5.69199534
TRUE,Primary Health Center,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,FALSE,TRUE,0,3,6,1,5.88828851,5.67652185
FALSE,Clinic,,FALSE,TRUE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,0,2,0,0,5.89736551,5.67818283
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,7,1,2,5.89665212,5.67870843
TRUE,Clinic,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,5,1,4,2,5.89705632,5.6692126
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,0,0,0,12.85729134,8.39554634
